"eid","name","type","baseName","currentRank","targetRank","currentData","nextData","identityPreserved"
"164","ロンリーメタルの杖","武器","杖","80","90","{""mag"":39,""finDmg"":10}","{""mag"":44,""finDmg"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"165","ロンリーメタルのやり","武器","槍","80","90","{""atk"":35,""cri"":5,""hit"":5}","{""atk"":40,""cri"":5,""hit"":5}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"166","ロンリーメタルの弓","武器","弓","80","90","{""atk"":35,""cri"":20,""hit"":-15}","{""atk"":40,""cri"":20,""hit"":-15}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"167","ロンリーメタルの盾","盾","盾","80","90","{""def"":28,""mdef"":21,""elmRes"":{""火"":10,""水"":10,""風"":10,""雷"":10}}","{""def"":31,""mdef"":24,""elmRes"":{""火"":10,""水"":10,""風"":10,""雷"":10}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"168","ロンリーメタルの腕輪","盾","腕輪","80","90","{""atk"":17,""def"":20,""mag"":17,""mdef"":24}","{""atk"":20,""def"":23,""mag"":20,""mdef"":27}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"169","ロンリーメタルヘルム","頭","兜","80","90","{""def"":20,""mdef"":13,""hp"":38,""mp"":42,""resists_Fear"":10}","{""def"":22,""mdef"":15,""hp"":43,""mp"":47,""resists_Fear"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"170","ロンリーメタルの帽子","頭","帽子","80","90","{""def"":13,""mdef"":20,""hp"":42,""mp"":38}","{""def"":15,""mdef"":22,""hp"":47,""mp"":43}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"171","ロンリーメタルの鎧","体","鎧","80","90","{""def"":23,""mdef"":17,""finRed"":10}","{""def"":26,""mdef"":19,""finRed"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"172","ロンリーメタルのローブ","体","ローブ","80","90","{""def"":17,""mag"":20,""mdef"":21}","{""def"":19,""mag"":23,""mdef"":24}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"173","ロンリーメタルのブーツ","足","ブーツ","80","90","{""def"":17,""spd"":17}","{""def"":20,""spd"":20}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"174","ロンリーメタルのくつ","足","くつ","80","90","{""spd"":24,""eva"":5}","{""spd"":27,""eva"":5}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"181","真魔剛竜剣","武器","剣","90","100","{""atk"":36,""hit"":10,""elmAtk"":{""雷"":10}}","{""atk"":40,""hit"":10,""elmAtk"":{""雷"":10}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"182","ギガントアックス","武器","斧","90","100","{""atk"":46,""spd"":-7,""hit"":-10,""attack_Fear"":10}","{""atk"":52,""spd"":-7,""hit"":-10,""attack_Fear"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"183","神速の暗器","武器","短剣","90","100","{""atk"":26,""mag"":26,""cri"":5,""elmAtk"":{""雷"":10},""attack_Poison"":15,""attack_InstantDeath"":2}","{""atk"":30,""mag"":30,""cri"":5,""elmAtk"":{""雷"":10},""attack_Poison"":15,""attack_InstantDeath"":2}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"184","ドラゴンの杖","武器","杖","90","100","{""mag"":44,""elmAtk"":{""火"":10}}","{""mag"":50,""elmAtk"":{""火"":10}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"185","ゲイボルグ","武器","槍","90","100","{""atk"":40,""finDmg"":5}","{""atk"":45,""finDmg"":5}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"186","アルテミスの弓","武器","弓","90","100","{""atk"":40,""cri"":20,""hit"":-15,""elmAtk"":{""光"":10}}","{""atk"":45,""cri"":20,""hit"":-15,""elmAtk"":{""光"":10}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"187","覇者の盾","盾","盾","90","100","{""def"":31,""mdef"":24,""resists_Debuff"":15}","{""def"":35,""mdef"":27,""resists_Debuff"":15}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"188","覇者の紋章","盾","腕輪","90","100","{""atk"":20,""def"":23,""mag"":20,""mdef"":27}","{""atk"":22,""def"":26,""mag"":22,""mdef"":30}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"189","天獄の兜","頭","兜","90","100","{""def"":22,""mdef"":15,""hp"":43,""mp"":47}","{""def"":25,""mdef"":17,""hp"":48,""mp"":52}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"190","星天のティアラ","頭","帽子","90","100","{""def"":15,""mdef"":22,""hp"":47,""mp"":43,""resists_SpellSeal"":10}","{""def"":17,""mdef"":25,""hp"":52,""mp"":48,""resists_SpellSeal"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"191","覇王の鎧","体","鎧","90","100","{""def"":26,""mdef"":19,""finRed"":10}","{""def"":29,""mdef"":21,""finRed"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"192","プリンセスローブ","体","ローブ","90","100","{""def"":19,""mag"":23,""mdef"":24,""elmRes"":{""光"":15,""闇"":15}}","{""def"":21,""mag"":26,""mdef"":27,""elmRes"":{""光"":15,""闇"":15}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"193","冥府のグリーヴ","足","ブーツ","90","100","{""def"":20,""spd"":20,""elmRes"":{""闇"":15}}","{""def"":22,""spd"":22,""elmRes"":{""闇"":15}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"194","ペガサスの靴","足","くつ","90","100","{""spd"":27,""eva"":5}","{""spd"":30,""eva"":5}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"201","王者の剣","武器","剣","100","110","{""atk"":40,""hit"":10,""elmAtk"":{""風"":10},""attack_Fear"":10}","{""atk"":45,""hit"":10,""elmAtk"":{""風"":10},""attack_Fear"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"202","天罰の巨斧","武器","斧","100","110","{""atk"":52,""spd"":-9,""hit"":-10,""elmAtk"":{""雷"":10},""attack_Fear"":10}","{""atk"":59,""spd"":-9,""hit"":-10,""elmAtk"":{""雷"":10},""attack_Fear"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"203","トリトンダガー","武器","短剣","100","110","{""atk"":30,""mag"":30,""cri"":10,""attack_Poison"":15}","{""atk"":34,""mag"":34,""cri"":10,""attack_Poison"":15}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"204","神鳥の杖","武器","杖","100","110","{""mag"":50,""finDmg"":10}","{""mag"":56,""finDmg"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"205","聖槍ロンギヌス","武器","槍","100","110","{""atk"":45,""elmAtk"":{""光"":15}}","{""atk"":51,""elmAtk"":{""光"":15}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"206","天之麻迦古弓","武器","弓","100","110","{""atk"":45,""cri"":20,""hit"":-15,""attack_InstantDeath"":5}","{""atk"":51,""cri"":20,""hit"":-15,""attack_InstantDeath"":5}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"207","地獄の盾","盾","盾","100","110","{""def"":35,""mdef"":27,""elmRes"":{""闇"":20}}","{""def"":39,""mdef"":30,""elmRes"":{""闇"":20}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"208","神の腕輪","盾","腕輪","100","110","{""atk"":22,""def"":26,""mag"":22,""mdef"":30,""finDmg"":5}","{""atk"":24,""def"":29,""mag"":24,""mdef"":33,""finDmg"":5}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"209","天帝の冠","頭","兜","100","110","{""def"":25,""mdef"":17,""hp"":48,""mp"":52,""resists_Fear"":20}","{""def"":28,""mdef"":19,""hp"":53,""mp"":58,""resists_Fear"":20}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"210","神の知恵袋","頭","帽子","100","110","{""def"":17,""mdef"":25,""hp"":52,""mp"":48,""resists_SpellSeal"":20}","{""def"":19,""mdef"":28,""hp"":58,""mp"":53,""resists_SpellSeal"":20}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"211","天のゼウスメイル","体","鎧","100","110","{""def"":29,""mdef"":21,""finRed"":10,""elmRes"":{""雷"":20}}","{""def"":32,""mdef"":23,""finRed"":10,""elmRes"":{""雷"":20}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"212","常世の法衣","体","ローブ","100","110","{""def"":21,""mag"":26,""mdef"":27,""elmRes"":{""闇"":20}}","{""def"":23,""mag"":29,""mdef"":30,""elmRes"":{""闇"":20}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"213","オーディンレッグ","足","ブーツ","100","110","{""def"":22,""spd"":22}","{""def"":24,""spd"":24}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"214","神速の具足","足","くつ","100","110","{""spd"":30,""eva"":10}","{""spd"":33,""eva"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"221","英雄の剣","武器","剣","110","120","{""atk"":45,""hit"":10}","{""atk"":50,""hit"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"222","覇者の大斧","武器","斧","110","120","{""atk"":59,""spd"":-10,""hit"":-10,""attack_Fear"":10}","{""atk"":65,""spd"":-10,""hit"":-10,""attack_Fear"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"223","飛燕のダガー","武器","短剣","110","120","{""atk"":34,""mag"":34,""cri"":10,""attack_Poison"":15}","{""atk"":38,""mag"":38,""cri"":10,""attack_Poison"":15}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"224","大賢者の杖","武器","杖","110","120","{""mag"":56}","{""mag"":63}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"225","英雄の槍","武器","槍","110","120","{""atk"":51,""finRed"":5}","{""atk"":56,""finRed"":5}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"226","英雄の弓","武器","弓","110","120","{""atk"":51,""cri"":25,""hit"":-20}","{""atk"":56,""cri"":25,""hit"":-20}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"227","英雄の盾","盾","盾","110","120","{""def"":39,""mdef"":30,""resists_Debuff"":20}","{""def"":42,""mdef"":32,""resists_Debuff"":20}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"228","英雄の腕輪","盾","腕輪","110","120","{""atk"":24,""def"":29,""mag"":24,""mdef"":33}","{""atk"":27,""def"":32,""mag"":27,""mdef"":36}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"229","英雄の兜","頭","兜","110","120","{""def"":28,""mdef"":19,""hp"":53,""mp"":58}","{""def"":30,""mdef"":21,""hp"":59,""mp"":63}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"230","賢者の帽子","頭","帽子","110","120","{""def"":19,""mdef"":28,""hp"":58,""mp"":53}","{""def"":21,""mdef"":30,""hp"":63,""mp"":59}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"231","英雄の鎧","体","鎧","110","120","{""def"":32,""mdef"":23,""finRed"":10}","{""def"":35,""mdef"":25,""finRed"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"232","賢者のローブ","体","ローブ","110","120","{""def"":23,""mag"":29,""mdef"":30}","{""def"":25,""mag"":32,""mdef"":33}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"233","英雄のブーツ","足","ブーツ","110","120","{""def"":24,""spd"":24}","{""def"":27,""spd"":27}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"234","俊足の靴","足","くつ","110","120","{""spd"":33,""eva"":10}","{""spd"":36,""eva"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"241","勇者のつるぎ","武器","剣","120","130","{""atk"":50,""hit"":10,""elmAtk"":{""雷"":15}}","{""atk"":56,""hit"":10,""elmAtk"":{""雷"":15}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"242","覇王の戦斧","武器","斧","120","130","{""atk"":65,""spd"":-10,""hit"":-10,""attack_Fear"":10}","{""atk"":72,""spd"":-10,""hit"":-10,""attack_Fear"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"243","オリハルコンナイフ","武器","短剣","120","130","{""atk"":38,""mag"":38,""cri"":10,""attack_InstantDeath"":3}","{""atk"":42,""mag"":42,""cri"":10,""attack_InstantDeath"":3}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"244","アルテマスタッフ","武器","杖","120","130","{""mag"":63}","{""mag"":69}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"245","勇者の槍","武器","槍","120","130","{""atk"":56,""hit"":10,""elmAtk"":{""風"":20}}","{""atk"":62,""hit"":10,""elmAtk"":{""風"":20}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"246","勇者の弓","武器","弓","120","130","{""atk"":56,""cri"":25,""hit"":-20}","{""atk"":62,""cri"":25,""hit"":-20}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"247","女神の盾","盾","盾","120","130","{""def"":42,""mdef"":32,""elmRes"":{""火"":10,""水"":10,""風"":10,""雷"":10,""闇"":10,""光"":10},""resists_InstantDeath"":20,""resists_Debuff"":20}","{""def"":46,""mdef"":35,""elmRes"":{""火"":10,""水"":10,""風"":10,""雷"":10,""闇"":10,""光"":10},""resists_InstantDeath"":20,""resists_Debuff"":20}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"248","勇気の紋章","盾","腕輪","120","130","{""atk"":27,""def"":32,""mag"":27,""mdef"":36}","{""atk"":29,""def"":34,""mag"":29,""mdef"":39}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"249","王者の冠","頭","兜","120","130","{""def"":30,""mdef"":21,""hp"":59,""mp"":63,""resists_Fear"":25}","{""def"":33,""mdef"":22,""hp"":64,""mp"":69,""resists_Fear"":25}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"250","司教のミトラ","頭","帽子","120","130","{""def"":21,""mdef"":30,""hp"":63,""mp"":59,""resists_SpellSeal"":25}","{""def"":22,""mdef"":33,""hp"":69,""mp"":64,""resists_SpellSeal"":25}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"251","王者のマント","体","鎧","120","130","{""def"":35,""mdef"":25,""finRed"":15}","{""def"":38,""mdef"":28,""finRed"":15}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"252","天使のローブ","体","ローブ","120","130","{""def"":25,""mag"":32,""mdef"":33,""elmRes"":{""光"":20}}","{""def"":28,""mag"":34,""mdef"":36,""elmRes"":{""光"":20}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"253","勇者の具足","足","ブーツ","120","130","{""def"":27,""spd"":27,""resists_Shock"":40}","{""def"":29,""spd"":29,""resists_Shock"":40}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"254","星降る靴","足","くつ","120","130","{""spd"":36,""eva"":10}","{""spd"":40,""eva"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"261","竜神王の剣","武器","剣","130","140","{""atk"":56,""hit"":10,""elmAtk"":{""火"":15}}","{""atk"":61,""hit"":10,""elmAtk"":{""火"":15}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"262","ミョルニル","武器","斧","130","140","{""atk"":72,""spd"":-10,""hit"":-10,""elmAtk"":{""雷"":15}}","{""atk"":78,""spd"":-10,""hit"":-10,""elmAtk"":{""雷"":15}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"263","月下の小太刀","武器","短剣","130","140","{""atk"":42,""mag"":42,""cri"":10,""attack_Poison"":20}","{""atk"":46,""mag"":46,""cri"":10,""attack_Poison"":20}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"264","世界樹の杖","武器","杖","130","140","{""mag"":69,""finRed"":10}","{""mag"":76,""finRed"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"265","竜神の槍","武器","槍","130","140","{""atk"":62,""elmAtk"":{""火"":20}}","{""atk"":67,""elmAtk"":{""火"":20}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"266","竜神の弓","武器","弓","130","140","{""atk"":62,""cri"":25,""hit"":-20}","{""atk"":67,""cri"":25,""hit"":-20}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"267","竜神の盾","盾","盾","130","140","{""def"":46,""mdef"":35,""elmRes"":{""火"":30}}","{""def"":49,""mdef"":37,""elmRes"":{""火"":30}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"268","輝石のバングル","盾","腕輪","130","140","{""atk"":29,""def"":34,""mag"":29,""mdef"":39,""resists_Debuff"":30}","{""atk"":32,""def"":37,""mag"":32,""mdef"":42,""resists_Debuff"":30}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"269","龍神の兜","頭","兜","130","140","{""def"":33,""mdef"":22,""hp"":64,""mp"":69,""resists_Fear"":30}","{""def"":35,""mdef"":24,""hp"":70,""mp"":74,""resists_Fear"":30}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"270","マジカルリボン","頭","帽子","130","140","{""def"":22,""mdef"":33,""hp"":69,""mp"":64}","{""def"":24,""mdef"":35,""hp"":74,""mp"":70}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"271","竜神のよろい","体","鎧","130","140","{""def"":38,""mdef"":28,""finRed"":15,""elmRes"":{""火"":20}}","{""def"":41,""mdef"":30,""finRed"":15,""elmRes"":{""火"":20}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"272","虹色のローブ","体","ローブ","130","140","{""def"":28,""mag"":34,""mdef"":36,""elmRes"":{""火"":10,""水"":10,""風"":10,""雷"":10}}","{""def"":30,""mag"":37,""mdef"":39,""elmRes"":{""火"":10,""水"":10,""風"":10,""雷"":10}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"273","竜神の靴","足","ブーツ","130","140","{""def"":29,""spd"":29}","{""def"":32,""spd"":32}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"274","エルフのサンダル","足","くつ","130","140","{""spd"":40,""eva"":10}","{""spd"":43,""eva"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"281","ラグナロク","武器","剣","140","150","{""atk"":61,""hit"":10,""elmAtk"":{""闇"":15},""attack_Fear"":10}","{""atk"":66,""hit"":10,""elmAtk"":{""闇"":15},""attack_Fear"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"282","バハムートアクス","武器","斧","140","150","{""atk"":78,""spd"":-11,""hit"":-10}","{""atk"":85,""spd"":-11,""hit"":-10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"283","ソウルイーター","武器","短剣","140","150","{""atk"":46,""mag"":46,""cri"":10,""attack_InstantDeath"":5}","{""atk"":50,""mag"":50,""cri"":10,""attack_InstantDeath"":5}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"284","虚空の杖","武器","杖","140","150","{""mag"":76,""finRed"":10,""finDmg"":10}","{""mag"":82,""finRed"":10,""finDmg"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"285","ブリューナク","武器","槍","140","150","{""atk"":67}","{""atk"":73}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"286","バハムートボウ","武器","弓","140","150","{""atk"":67,""cri"":25,""hit"":-20,""elmAtk"":{""闇"":20}}","{""atk"":73,""cri"":25,""hit"":-20,""elmAtk"":{""闇"":20}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"287","イージスの盾","盾","盾","140","150","{""def"":49,""mdef"":37,""finRed"":10,""resists_Debuff"":30}","{""def"":53,""mdef"":40,""finRed"":10,""resists_Debuff"":30}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"288","星座の腕輪","盾","腕輪","140","150","{""atk"":32,""def"":37,""mag"":32,""mdef"":42}","{""atk"":34,""def"":40,""mag"":34,""mdef"":45}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"289","黄金のマスク","頭","兜","140","150","{""def"":35,""mdef"":24,""hp"":70,""mp"":74,""resists_InstantDeath"":20}","{""def"":38,""mdef"":26,""hp"":75,""mp"":80,""resists_InstantDeath"":20}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"290","星座のベレー","頭","帽子","140","150","{""def"":24,""mdef"":35,""hp"":74,""mp"":70}","{""def"":26,""mdef"":38,""hp"":80,""mp"":75}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"291","天界の鎧","体","鎧","140","150","{""def"":41,""mdef"":30,""finRed"":20}","{""def"":44,""mdef"":32,""finRed"":20}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"292","星辰の法衣","体","ローブ","140","150","{""def"":30,""mag"":37,""mdef"":39,""elmRes"":{""闇"":20}}","{""def"":32,""mag"":40,""mdef"":42,""elmRes"":{""闇"":20}}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"293","戦神のグリーヴ","足","ブーツ","140","150","{""def"":32,""spd"":32}","{""def"":34,""spd"":34}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"294","飛翔の靴","足","くつ","140","150","{""spd"":43,""eva"":10}","{""spd"":46,""eva"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"301","メタルロードの剣","武器","剣","150","160","{""atk"":66,""cri"":15,""hit"":10}","{""atk"":72,""cri"":15,""hit"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"302","メタルロードの大斧","武器","斧","150","160","{""atk"":85,""spd"":-11,""hit"":-10,""attack_Fear"":15}","{""atk"":93,""spd"":-11,""hit"":-10,""attack_Fear"":15}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"303","メタルロードダガー","武器","短剣","150","160","{""atk"":50,""mag"":50,""cri"":10,""attack_Poison"":20,""attack_InstantDeath"":5}","{""atk"":55,""mag"":55,""cri"":10,""attack_Poison"":20,""attack_InstantDeath"":5}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"304","メタルロードの杖","武器","杖","150","160","{""mag"":82,""finDmg"":10}","{""mag"":90,""finDmg"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"305","メタルロードの槍","武器","槍","150","160","{""atk"":73,""cri"":10}","{""atk"":80,""cri"":10}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"306","メタルロードの弓","武器","弓","150","160","{""atk"":73,""cri"":25,""hit"":-20}","{""atk"":80,""cri"":25,""hit"":-20}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
"307","メタルロードの盾","盾","盾","150","160","{""def"":53,""mdef"":40,""elmRes"":{""火"":15,""水"":15,""風"":15,""雷"":15},""resists_Debuff"":30}","{""def"":56,""mdef"":42,""elmRes"":{""火"":15,""水"":15,""風"":15,""雷"":15},""resists_Debuff"":30}","id/eid/masterEid/name/type/baseName/plus/opts/traits/possibleOpts/grantSkills/locked/source/custom metadata"
